Time (min),Intensity (mAU)
3.845929,0.2001719267147314
3.852596,0.19969719276780978
3.859264,0.19925329810315978
3.865931,0.19885601476566445
3.872599,0.1985525071151522
3.879267,0.1982485121550122
3.885934,0.19789436427945392
3.892602,0.197567641275835
3.899269,0.19735516181884633
3.905937,0.1974272928304055
3.912604,0.19800224978682635
3.919272,0.19914072949578693
3.925939,0.20080124976401226
3.932607,0.20272949830603906
3.939274,0.20446508862177762
3.945942,0.20565030796817935
3.95261,0.20603408329763118
3.959277,0.20560441226996184
3.965945,0.20463698770181935
3.972612,0.20347766348683388
3.97928,0.2024786471408297
3.985947,0.2019086707418372
3.992615,0.20187170739250787
3.999283,0.20219252904160862
4.00595,0.2026020474267175
4.012618,0.20305108548316048
4.019285,0.20357186746794437
4.025953,0.20424718633901773
4.03262,0.20515923640535172
4.039288,0.20620406362101495
4.045956,0.2072412472201418
4.052623,0.2081582446391453
4.05929,0.20881507563488977
4.065958,0.20912398583936986
4.072626,0.20908943162506602
4.079293,0.20882238049946747
4.085961,0.20845945386979187
4.092628,0.2081199293636291
4.099296,0.20794867782373827
4.105963,0.20803053791743892
4.112631,0.2083790617988691
4.119299,0.2089207268840702
4.125966,0.2094936951484131
4.132634,0.2099792926695353
4.139301,0.21027911517940712
4.145969,0.2102898116247987
4.152637,0.20999113244187267
4.159304,0.20946713172419784
4.165971,0.20884728033633493
4.172639,0.20832156418045167
4.179307,0.20810636302597413
4.185974,0.2082973332179851
4.192641,0.2089340690200038
4.199309,0.21003656537814872
4.205977,0.2115213697443431
4.212645,0.21324648604128615
4.219312,0.2150272947191196
4.225979,0.21652808950065972
4.232647,0.21740429549336948
4.239315,0.2176407358568605
4.245982,0.21742753813325033
4.25265,0.21706349470908193
4.259317,0.21700101154728418
4.265985,0.21766441385166413
4.272652,0.21938913734182736
4.27932,0.22221584426055532
4.285987,0.22585009911145182
4.292655,0.2298874680528578
4.299323,0.23391291994442387
4.30599,0.23758928878229335
4.312658,0.24063681953144805
4.319325,0.24290389248473993
4.325993,0.24440010139851892
4.33266,0.24531966601566413
4.339328,0.24595246199949605
4.345995,0.2463639100849112
4.352663,0.2465899550998219
4.359331,0.24677557909728823
4.365998,0.24692285452314428
4.372666,0.24693966199848844
4.379333,0.24675004839404002
4.386001,0.24628335679959634
4.392668,0.245525183022191
4.399336,0.24458741766860284
4.406003,0.24357814819731408
4.412671,0.24246828177205865
4.419338,0.241194109781027
4.426006,0.2396759024052041
4.432673,0.23783354464197123
4.439342,0.23564257828150287
4.446009,0.2331204055499973
4.452676,0.23048872302381665
4.459344,0.22810842774296508
4.466012,0.2263154611415845
4.472679,0.22540369460169174
4.479347,0.22527887752573936
4.486014,0.22554578301242206
4.492682,0.2258622812211724
4.499349,0.22583027933628635
4.506017,0.2249867873349761
4.512684,0.22306470118043595
4.519352,0.22041106940903682
4.52602,0.21773330768546184
4.532687,0.21562689251868267
4.539355,0.2145596605271724
4.546022,0.214472445824959
4.55269,0.21497797911553151
4.559357,0.21585414266718028
4.566025,0.2167672055203492
4.572692,0.2171700419201416
4.57936,0.21668200307247942
4.586027,0.21555043659456227
4.592695,0.2142603870878449
4.599363,0.21304482187999177
4.60603,0.21212241860467174
4.612698,0.2115388388434739
4.619365,0.21121188657494605
4.626033,0.2112809737152586
4.6327,0.2118135643600927
4.639368,0.21258314666186107
4.646035,0.21340589324687986
4.652703,0.21438767401569198
4.65937,0.21562213482506903
4.666038,0.2170040578092254
4.672706,0.21842297522755008
4.679373,0.2197308660497398
4.686041,0.2207575652168591
4.692708,0.22146224262200456
4.699376,0.22181524279587947
4.706043,0.22174200680542883
4.712711,0.22126168751939934
4.719378,0.2204952485354813
4.726046,0.21957936442999365
4.732714,0.21871551562692454
4.739381,0.21815436149556783
4.746048,0.21805621990832214
4.752716,0.21849536722309482
4.759384,0.2193926606699861
4.766052,0.22052729343823613
4.772719,0.22171936537259718
4.779387,0.22279404677269105
4.786054,0.2235628885943206
4.792722,0.22393468391861093
4.799389,0.2239451940441496
4.806056,0.22367928406170764
4.812724,0.22326797930276676
4.819392,0.22287069644533025
4.826059,0.2225193448388732
4.832727,0.22220866740539286
4.839395,0.22196585321210616
4.846062,0.22174826464976305
4.85273,0.2215139367368155
4.859397,0.22123937465339388
4.866065,0.22087261042061654
4.872732,0.2204066451507685
4.8794,0.2199477098323539
4.886067,0.21963122382729638
4.892735,0.2195792849353611
4.899403,0.2199058459402479
4.90607,0.22058919770358087
4.912737,0.22151263405744526
4.919405,0.2225077893937542
4.926073,0.22333008605677085
4.93274,0.22376420968676913
4.939408,0.2236824326171797
4.946075,0.22324723352316694
4.952743,0.2228339398614937
4.959411,0.22266602263103433
4.966078,0.222858255698681
4.972745,0.22342708176596088
4.979413,0.2242361487894989
4.986081,0.2250558027208872
4.992748,0.22562690589395945
4.999416,0.2258144446356816
5.006083,0.22564996878576699
5.012751,0.2253517987063146
5.019419,0.2251431231396544
5.026086,0.22503667746372966
5.032753,0.22503410001766003
5.039421,0.22516391467828767
5.046089,0.2253991651285408
5.052756,0.2257803726841964
5.059424,0.22639312983697835
5.066091,0.22731461477334294
5.072759,0.22856594684443393
5.079427,0.22993149776388333
5.086094,0.23107810737655948
5.092762,0.23176423394961726
5.099429,0.2317999570708435
5.106097,0.23113719618961814
5.112764,0.2299079171000616
5.119432,0.22837826956910817
5.1261,0.22689180749101412
5.132767,0.22571208400130083
5.139434,0.22499005151672047
5.146102,0.2247321102034261
5.15277,0.22485506664647423
5.159437,0.22518648344245706
5.166105,0.22546109709364343
5.172772,0.22558825435392285
5.17944,0.22559991519007516
5.186108,0.2255368977048418
5.192775,0.22550655857358992
5.199442,0.22559989560737007
5.20611,0.2258981023245436
5.212778,0.22641975438816664
5.219445,0.2270404549298639
5.226113,0.2275406471546499
5.23278,0.22773173832844934
5.239448,0.22755436519070105
5.246116,0.22698715859814783
5.252783,0.22603392941906114
5.25945,0.2247853980567982
5.266118,0.22346334089876657
5.272786,0.22233141480620094
5.279453,0.22149892100854224
5.286121,0.22100364204456727
5.292788,0.22077815308700316
5.299456,0.220590416714426
5.306123,0.22024033321930753
5.312791,0.2195755507278803
5.319458,0.21851267960432322
5.326126,0.21712317227160222
5.332794,0.21567433723846335
5.339461,0.21449488470237987
5.346129,0.21372746781207025
5.352797,0.21337742223179632
5.359464,0.21337654205165002
5.366131,0.21360113753138057
5.372799,0.21383569952383286
5.379467,0.21378597513701053
5.386134,0.2133121795710886
5.392801,0.21241178900645497
5.399469,0.21122152851393555
5.406137,0.20999654319477068
5.412805,0.20889057749554335
5.419472,0.20807781357230287
5.426139,0.2079029199907092
5.432807,0.2086048787752633
5.439475,0.21006425595183867
5.446142,0.2120130420559545
5.45281,0.21403510674326254
5.459477,0.21554746708465536
5.466145,0.21617103205847552
5.472812,0.21570087989506587
5.47948,0.2141541833420117
5.486147,0.21188331359549586
5.492815,0.20937352039783425
5.499483,0.2071235007870587
5.50615,0.2054434442223752
5.512818,0.20442689429053096
5.519485,0.2040256004563952
5.526153,0.20412170151504383
5.53282,0.20464815125889413
5.539488,0.20554746894538198
5.546155,0.20686394546990666
5.552823,0.20863908466146042
5.559491,0.21066610823375348
5.566158,0.21263398983549137
5.572826,0.21416777578333093
5.579494,0.2149079011505317
5.586161,0.2147468392082415
5.592828,0.21372514018479502
5.599496,0.21204126912591534
5.606164,0.21009594958671401
5.612831,0.2083933302061815
5.619498,0.20742621276730203
5.626166,0.20736375711933058
5.632833,0.20811349732651999
5.639502,0.209392027764831
5.646169,0.21070503882675126
5.652836,0.21161819109782704
5.659504,0.2118172245851071
5.666172,0.21130713143957516
5.672839,0.2103924789560987
5.679506,0.20939800690761234
5.686174,0.2086258994633794
5.692842,0.20812521413323204
5.699509,0.20775502216957792
5.706177,0.2073671241991294
5.712844,0.20678991107996608
5.719512,0.20598953868881031
5.72618,0.20507521979023696
5.732847,0.20427270353233346
5.739515,0.20380567409341482
5.746182,0.20365802767696894
5.75285,0.203699017426182
5.759517,0.20376275790192216
5.766185,0.20367835276184715
5.772852,0.20348124551630836
5.77952,0.20331253359997387
5.786187,0.20328964378376868
5.792855,0.20351023181138095
5.799523,0.2038708701731142
5.80619,0.2041182433827224
5.812858,0.20399496007162132
5.819525,0.20327394522199782
5.826193,0.20188907514912552
5.83286,0.19993674494447441
5.839528,0.19772844322708316
5.846195,0.19569980802786843
5.852863,0.194215103112506
5.85953,0.1935557673450239
5.866198,0.19364539424859475
5.872866,0.19416543537213843
5.879533,0.19490724584686872
5.886201,0.1956411074773662
5.892869,0.1961749152882539
5.899536,0.19646420776698542
5.906203,0.1965900320105869
5.912871,0.19674075004850525
5.919538,0.1971528224683904
5.926206,0.1980250546082525
5.932874,0.1993219564975765
5.939541,0.2009471832441057
5.946208,0.20295356107028556
5.952876,0.2053911365290209
